"Reserve","Date","SiteID","TransectID","PlotID","Lat","Long","Orthometric Height","Species","Cover"
"GND",2018-07-26,"spal",3,5,30.3618252578,-88.4140112499,0.2144,"Juncus roemerianus",15
"GND",2018-07-26,"spal",3,5,30.3618252578,-88.4140112499,0.2144,"Spartina alterniflora",2.5
"GND",2018-07-26,"spal",3,6,30.3617033537999,-88.4139302517999,0.24074,"Juncus roemerianus",15
"GND",2018-07-26,"spal",3,6,30.3617033537999,-88.4139302517999,0.24074,"Spartina alterniflora",2.5
"GND",2018-07-26,"spal",3,7,30.3615925575,-88.4138479844999,0.22927,"Juncus roemerianus",15
"GND",2018-07-26,"spal",3,7,30.3615925575,-88.4138479844999,0.22927,"Spartina alterniflora",2.5
"GND",2018-07-26,"spal",3,8,30.3614675317999,-88.4137615348,0.27981,"Juncus roemerianus",20
"GND",2018-07-26,"spal",3,8,30.3614675317999,-88.4137615348,0.27981,"Spartina alterniflora",5
"GND",2018-07-26,"spal",3,9,30.3613100070999,-88.4136570536,0.28346,"Juncus roemerianus",20
"GND",2018-07-26,"spal",3,9,30.3613100070999,-88.4136570536,0.28346,"Spartina alterniflora",2.5
"GND",2018-08-01,"juro mid",3,1,30.3982419961,-88.4128783263,0.34512,"Borrichia frutescens",2.5
"GND",2018-08-01,"juro mid",3,1,30.3982419961,-88.4128783263,0.34512,"Distichlis spicata",2.5
"GND",2018-08-01,"juro mid",3,1,30.3982419961,-88.4128783263,0.34512,"Juncus roemerianus",5
"GND",2018-08-01,"juro mid",3,1,30.3982419961,-88.4128783263,0.34512,"Spartina patens",0
"GND",2018-08-01,"juro mid",3,1,30.3982419961,-88.4128783263,0.34512,"Other",17.5
"GND",2018-08-01,"juro mid",3,2,30.3982425776,-88.4131405434,0.31297,"Borrichia frutescens",2.5
"GND",2018-08-01,"juro mid",3,2,30.3982425776,-88.4131405434,0.31297,"Distichlis spicata",2.5
"GND",2018-08-01,"juro mid",3,2,30.3982425776,-88.4131405434,0.31297,"Juncus roemerianus",25
"GND",2018-08-01,"juro mid",3,2,30.3982425776,-88.4131405434,0.31297,"Spartina patens",0
"GND",2018-08-01,"juro mid",3,2,30.3982425776,-88.4131405434,0.31297,"Other",5
"GND",2018-08-01,"juro mid",3,3,30.3982406677,-88.4134200004999,0.33706,"Borrichia frutescens",2.5
"GND",2018-08-01,"juro mid",3,3,30.3982406677,-88.4134200004999,0.33706,"Distichlis spicata",0
"GND",2018-08-01,"juro mid",3,3,30.3982406677,-88.4134200004999,0.33706,"Juncus roemerianus",30
"GND",2018-08-01,"juro mid",3,3,30.3982406677,-88.4134200004999,0.33706,"Spartina patens",0
"GND",2018-08-01,"juro mid",3,3,30.3982406677,-88.4134200004999,0.33706,"Other",0
"GND",2018-08-01,"juro mid",3,4,30.3982398644,-88.413703635,0.31576,"Borrichia frutescens",5
"GND",2018-08-01,"juro mid",3,4,30.3982398644,-88.413703635,0.31576,"Distichlis spicata",0
"GND",2018-08-01,"juro mid",3,4,30.3982398644,-88.413703635,0.31576,"Juncus roemerianus",35
"GND",2018-08-01,"juro mid",3,4,30.3982398644,-88.413703635,0.31576,"Spartina patens",0
"GND",2018-08-01,"juro mid",3,4,30.3982398644,-88.413703635,0.31576,"Other",0
"GND",2018-08-01,"juro mid",3,5,30.3982423741999,-88.413981105,0.31686,"Borrichia frutescens",2.5
"GND",2018-08-01,"juro mid",3,5,30.3982423741999,-88.413981105,0.31686,"Distichlis spicata",2.5
"GND",2018-08-01,"juro mid",3,5,30.3982423741999,-88.413981105,0.31686,"Juncus roemerianus",30
"GND",2018-08-01,"juro mid",3,5,30.3982423741999,-88.413981105,0.31686,"Spartina patens",0
"GND",2018-08-01,"juro mid",3,5,30.3982423741999,-88.413981105,0.31686,"Other",0
"GND",2018-08-01,"juro mid",3,6,30.3982431797,-88.4142406222999,0.34226,"Borrichia frutescens",2.5
"GND",2018-08-01,"juro mid",3,6,30.3982431797,-88.4142406222999,0.34226,"Distichlis spicata",0
"GND",2018-08-01,"juro mid",3,6,30.3982431797,-88.4142406222999,0.34226,"Juncus roemerianus",30
"GND",2018-08-01,"juro mid",3,6,30.3982431797,-88.4142406222999,0.34226,"Spartina patens",0
"GND",2018-08-01,"juro mid",3,6,30.3982431797,-88.4142406222999,0.34226,"Other",0
"GND",2018-08-01,"juro mid",3,7,30.3982400402,-88.4145080429999,0.39885,"Borrichia frutescens",0
"GND",2018-08-01,"juro mid",3,7,30.3982400402,-88.4145080429999,0.39885,"Distichlis spicata",0
"GND",2018-08-01,"juro mid",3,7,30.3982400402,-88.4145080429999,0.39885,"Juncus roemerianus",30
"GND",2018-08-01,"juro mid",3,7,30.3982400402,-88.4145080429999,0.39885,"Spartina patens",0
"GND",2018-08-01,"juro mid",3,7,30.3982400402,-88.4145080429999,0.39885,"Other",2.5
"GND",2018-08-01,"juro mid",3,8,30.398239045,-88.4147833242,0.39915,"Borrichia frutescens",2.5
"GND",2018-08-01,"juro mid",3,8,30.398239045,-88.4147833242,0.39915,"Distichlis spicata",0
"GND",2018-08-01,"juro mid",3,8,30.398239045,-88.4147833242,0.39915,"Juncus roemerianus",30
"GND",2018-08-01,"juro mid",3,8,30.398239045,-88.4147833242,0.39915,"Spartina patens",0
"GND",2018-08-01,"juro mid",3,8,30.398239045,-88.4147833242,0.39915,"Other",0
"GND",2018-08-01,"juro mid",3,9,30.3982409858,-88.4150537250999,0.39662,"Borrichia frutescens",2.5
"GND",2018-08-01,"juro mid",3,9,30.3982409858,-88.4150537250999,0.39662,"Distichlis spicata",15
"GND",2018-08-01,"juro mid",3,9,30.3982409858,-88.4150537250999,0.39662,"Juncus roemerianus",10
"GND",2018-08-01,"juro mid",3,9,30.3982409858,-88.4150537250999,0.39662,"Spartina patens",0
"GND",2018-08-01,"juro mid",3,9,30.3982409858,-88.4150537250999,0.39662,"Other",0
"GND",2018-08-01,"juro mid",3,10,30.3982378639999,-88.4153110918,0.35967,"Borrichia frutescens",5
"GND",2018-08-01,"juro mid",3,10,30.3982378639999,-88.4153110918,0.35967,"Distichlis spicata",2.5
"GND",2018-08-01,"juro mid",3,10,30.3982378639999,-88.4153110918,0.35967,"Juncus roemerianus",20
"GND",2018-08-01,"juro mid",3,10,30.3982378639999,-88.4153110918,0.35967,"Spartina patens",0
"GND",2018-08-01,"juro mid",3,10,30.3982378639999,-88.4153110918,0.35967,"Other",2.5
"GND",2018-08-01,"juro mid",3,11,30.3982362464,-88.4155786456999,0.46481,"Borrichia frutescens",2.5
"GND",2018-08-01,"juro mid",3,11,30.3982362464,-88.4155786456999,0.46481,"Distichlis spicata",2.5
"GND",2018-08-01,"juro mid",3,11,30.3982362464,-88.4155786456999,0.46481,"Juncus roemerianus",10
"GND",2018-08-01,"juro mid",3,11,30.3982362464,-88.4155786456999,0.46481,"Spartina patens",2.5
"GND",2018-08-01,"juro mid",3,11,30.3982362464,-88.4155786456999,0.46481,"Other",5
"GND",2018-08-01,"juro mid",3,12,30.3982332138999,-88.4158550523,0.70398,"Borrichia frutescens",0
"GND",2018-08-01,"juro mid",3,12,30.3982332138999,-88.4158550523,0.70398,"Distichlis spicata",0
"GND",2018-08-01,"juro mid",3,12,30.3982332138999,-88.4158550523,0.70398,"Juncus roemerianus",0
"GND",2018-08-01,"juro mid",3,12,30.3982332138999,-88.4158550523,0.70398,"Spartina patens",0
"GND",2018-08-01,"juro mid",3,12,30.3982332138999,-88.4158550523,0.70398,"Other",27.5
"GND",2018-08-02,"juro low",2,1,30.3754888156999,-88.4118494372,-0.02126,"Distichlis spicata",0
"GND",2018-08-02,"juro low",2,1,30.3754888156999,-88.4118494372,-0.02126,"Juncus roemerianus",0
"GND",2018-08-02,"juro low",2,1,30.3754888156999,-88.4118494372,-0.02126,"Spartina alterniflora",2.5
"GND",2018-08-02,"juro low",2,2,30.3754824845999,-88.4119989281,0.32135,"Distichlis spicata",0
"GND",2018-08-02,"juro low",2,2,30.3754824845999,-88.4119989281,0.32135,"Juncus roemerianus",15
"GND",2018-08-02,"juro low",2,2,30.3754824845999,-88.4119989281,0.32135,"Spartina alterniflora",0
"GND",2018-08-02,"juro low",2,3,30.3754784887,-88.4121553739999,0.32123,"Distichlis spicata",0
"GND",2018-08-02,"juro low",2,3,30.3754784887,-88.4121553739999,0.32123,"Juncus roemerianus",15
"GND",2018-08-02,"juro low",2,3,30.3754784887,-88.4121553739999,0.32123,"Spartina alterniflora",5
"GND",2018-08-02,"juro low",2,4,30.3754798332999,-88.4123305611,0.28108,"Distichlis spicata",0
"GND",2018-08-02,"juro low",2,4,30.3754798332999,-88.4123305611,0.28108,"Juncus roemerianus",20
"GND",2018-08-02,"juro low",2,4,30.3754798332999,-88.4123305611,0.28108,"Spartina alterniflora",0
"GND",2018-08-02,"juro low",2,5,30.3754749848,-88.4124820841999,0.25762,"Distichlis spicata",0
"GND",2018-08-02,"juro low",2,5,30.3754749848,-88.4124820841999,0.25762,"Juncus roemerianus",20
"GND",2018-08-02,"juro low",2,5,30.3754749848,-88.4124820841999,0.25762,"Spartina alterniflora",0
"GND",2018-08-02,"juro low",2,6,30.3754728864,-88.4126541634,0.24622,"Distichlis spicata",0
"GND",2018-08-02,"juro low",2,6,30.3754728864,-88.4126541634,0.24622,"Juncus roemerianus",10
"GND",2018-08-02,"juro low",2,6,30.3754728864,-88.4126541634,0.24622,"Spartina alterniflora",0
"GND",2018-08-02,"juro low",2,7,30.3754618727,-88.4128063671,0.24511,"Distichlis spicata",0
"GND",2018-08-02,"juro low",2,7,30.3754618727,-88.4128063671,0.24511,"Juncus roemerianus",15
"GND",2018-08-02,"juro low",2,7,30.3754618727,-88.4128063671,0.24511,"Spartina alterniflora",0
"GND",2018-08-02,"juro low",2,8,30.3754651827999,-88.4129732642,0.23165,"Distichlis spicata",0
"GND",2018-08-02,"juro low",2,8,30.3754651827999,-88.4129732642,0.23165,"Juncus roemerianus",25
"GND",2018-08-02,"juro low",2,8,30.3754651827999,-88.4129732642,0.23165,"Spartina alterniflora",0
"GND",2018-08-02,"juro low",2,9,30.3754614162999,-88.413145282,0.23032,"Distichlis spicata",0
"GND",2018-08-02,"juro low",2,9,30.3754614162999,-88.413145282,0.23032,"Juncus roemerianus",15
"GND",2018-08-02,"juro low",2,9,30.3754614162999,-88.413145282,0.23032,"Spartina alterniflora",0
"GND",2018-08-02,"juro low",2,10,30.3754593572999,-88.4132990219,0.18327,"Distichlis spicata",0
"GND",2018-08-02,"juro low",2,10,30.3754593572999,-88.4132990219,0.18327,"Juncus roemerianus",15
"GND",2018-08-02,"juro low",2,10,30.3754593572999,-88.4132990219,0.18327,"Spartina alterniflora",0
"GND",2018-08-02,"juro low",2,11,30.375450118,-88.4134363754999,0.1314,"Distichlis spicata",0
"GND",2018-08-02,"juro low",2,11,30.375450118,-88.4134363754999,0.1314,"Juncus roemerianus",5
"GND",2018-08-02,"juro low",2,11,30.375450118,-88.4134363754999,0.1314,"Spartina alterniflora",15
"GND",2018-08-02,"juro low",3,1,30.3756899039,-88.4118979133999,0.00696,"Distichlis spicata",0
"GND",2018-08-02,"juro low",3,1,30.3756899039,-88.4118979133999,0.00696,"Juncus roemerianus",0
"GND",2018-08-02,"juro low",3,1,30.3756899039,-88.4118979133999,0.00696,"Spartina alterniflora",10
"GND",2018-08-02,"juro low",3,2,30.3756841659999,-88.4120629601,0.33418,"Distichlis spicata",0
"GND",2018-08-02,"juro low",3,2,30.3756841659999,-88.4120629601,0.33418,"Juncus roemerianus",10
"GND",2018-08-02,"juro low",3,2,30.3756841659999,-88.4120629601,0.33418,"Spartina alterniflora",2.5
"GND",2018-08-02,"juro low",3,3,30.375684394,-88.4122301653,0.30584,"Distichlis spicata",0
"GND",2018-08-02,"juro low",3,3,30.375684394,-88.4122301653,0.30584,"Juncus roemerianus",10
"GND",2018-08-02,"juro low",3,3,30.375684394,-88.4122301653,0.30584,"Spartina alterniflora",2.5
"GND",2018-08-02,"juro low",3,4,30.3756778791,-88.4123835923,0.31042,"Distichlis spicata",0
"GND",2018-08-02,"juro low",3,4,30.3756778791,-88.4123835923,0.31042,"Juncus roemerianus",15
"GND",2018-08-02,"juro low",3,4,30.3756778791,-88.4123835923,0.31042,"Spartina alterniflora",0
"GND",2018-08-02,"juro low",3,5,30.3756806833,-88.4125581076,0.26101,"Distichlis spicata",0
"GND",2018-08-02,"juro low",3,5,30.3756806833,-88.4125581076,0.26101,"Juncus roemerianus",20
"GND",2018-08-02,"juro low",3,5,30.3756806833,-88.4125581076,0.26101,"Spartina alterniflora",0
"GND",2018-08-02,"juro low",3,6,30.3756815051,-88.4127279809,0.3019,"Distichlis spicata",0
"GND",2018-08-02,"juro low",3,6,30.3756815051,-88.4127279809,0.3019,"Juncus roemerianus",15
"GND",2018-08-02,"juro low",3,6,30.3756815051,-88.4127279809,0.3019,"Spartina alterniflora",0
"GND",2018-08-02,"juro low",3,7,30.375671228,-88.4128773764,0.26779,"Distichlis spicata",0
"GND",2018-08-02,"juro low",3,7,30.375671228,-88.4128773764,0.26779,"Juncus roemerianus",20
"GND",2018-08-02,"juro low",3,7,30.375671228,-88.4128773764,0.26779,"Spartina alterniflora",0
"GND",2018-08-02,"juro low",3,8,30.3756689187,-88.4130390459999,0.22799,"Distichlis spicata",0
"GND",2018-08-02,"juro low",3,8,30.3756689187,-88.4130390459999,0.22799,"Juncus roemerianus",20
"GND",2018-08-02,"juro low",3,8,30.3756689187,-88.4130390459999,0.22799,"Spartina alterniflora",0
"GND",2018-08-02,"juro low",3,9,30.3756720758,-88.4131985635,0.20862,"Distichlis spicata",0
"GND",2018-08-02,"juro low",3,9,30.3756720758,-88.4131985635,0.20862,"Juncus roemerianus",20
"GND",2018-08-02,"juro low",3,9,30.3756720758,-88.4131985635,0.20862,"Spartina alterniflora",0
"GND",2018-08-02,"juro low",3,10,30.3756564854999,-88.4133767027999,0.13372,"Distichlis spicata",0
"GND",2018-08-02,"juro low",3,10,30.3756564854999,-88.4133767027999,0.13372,"Juncus roemerianus",10
"GND",2018-08-02,"juro low",3,10,30.3756564854999,-88.4133767027999,0.13372,"Spartina alterniflora",0
"GND",2018-08-02,"juro low",3,11,30.3756540106,-88.4135407284999,0.08959,"Distichlis spicata",0
"GND",2018-08-02,"juro low",3,11,30.3756540106,-88.4135407284999,0.08959,"Juncus roemerianus",5
"GND",2018-08-02,"juro low",3,11,30.3756540106,-88.4135407284999,0.08959,"Spartina alterniflora",0
"GND",2018-08-02,"juro low",3,12,30.3756559199,-88.4137019579,0.11847,"Distichlis spicata",0
"GND",2018-08-02,"juro low",3,12,30.3756559199,-88.4137019579,0.11847,"Juncus roemerianus",10
"GND",2018-08-02,"juro low",3,12,30.3756559199,-88.4137019579,0.11847,"Spartina alterniflora",2.5
"GND",2018-08-02,"juro mid",2,8,30.3981139847999,-88.4146902075,0.46235,"Borrichia frutescens",2.5
"GND",2018-08-02,"juro mid",2,8,30.3981139847999,-88.4146902075,0.46235,"Distichlis spicata",0
"GND",2018-08-02,"juro mid",2,8,30.3981139847999,-88.4146902075,0.46235,"Juncus roemerianus",10
"GND",2018-08-02,"juro mid",2,8,30.3981139847999,-88.4146902075,0.46235,"Spartina patens",0
"GND",2018-08-02,"juro mid",2,8,30.3981139847999,-88.4146902075,0.46235,"Other",10
"GND",2018-08-02,"juro mid",2,9,30.3981094204,-88.4149591198,0.50613,"Borrichia frutescens",0
"GND",2018-08-02,"juro mid",2,9,30.3981094204,-88.4149591198,0.50613,"Distichlis spicata",0
"GND",2018-08-02,"juro mid",2,9,30.3981094204,-88.4149591198,0.50613,"Juncus roemerianus",10
"GND",2018-08-02,"juro mid",2,9,30.3981094204,-88.4149591198,0.50613,"Spartina patens",0
"GND",2018-08-02,"juro mid",2,9,30.3981094204,-88.4149591198,0.50613,"Other",15
"GND",2018-08-02,"juro mid",2,10,30.3981065613999,-88.4152431551,0.52931,"Borrichia frutescens",2.5
"GND",2018-08-02,"juro mid",2,10,30.3981065613999,-88.4152431551,0.52931,"Distichlis spicata",0
"GND",2018-08-02,"juro mid",2,10,30.3981065613999,-88.4152431551,0.52931,"Juncus roemerianus",20
"GND",2018-08-02,"juro mid",2,10,30.3981065613999,-88.4152431551,0.52931,"Spartina patens",0
"GND",2018-08-02,"juro mid",2,10,30.3981065613999,-88.4152431551,0.52931,"Other",7.5
"GND",2018-08-02,"juro mid",2,11,30.3981071769,-88.4154943374,0.44325,"Borrichia frutescens",5
"GND",2018-08-02,"juro mid",2,11,30.3981071769,-88.4154943374,0.44325,"Distichlis spicata",2.5
"GND",2018-08-02,"juro mid",2,11,30.3981071769,-88.4154943374,0.44325,"Juncus roemerianus",25
"GND",2018-08-02,"juro mid",2,11,30.3981071769,-88.4154943374,0.44325,"Spartina patens",0
"GND",2018-08-02,"juro mid",2,11,30.3981071769,-88.4154943374,0.44325,"Other",2.5
"GND",2018-08-02,"juro mid",2,12,30.3981066107999,-88.4157716562999,0.52936,"Borrichia frutescens",0
"GND",2018-08-02,"juro mid",2,12,30.3981066107999,-88.4157716562999,0.52936,"Distichlis spicata",5
"GND",2018-08-02,"juro mid",2,12,30.3981066107999,-88.4157716562999,0.52936,"Juncus roemerianus",0
"GND",2018-08-02,"juro mid",2,12,30.3981066107999,-88.4157716562999,0.52936,"Spartina patens",10
"GND",2018-08-02,"juro mid",2,12,30.3981066107999,-88.4157716562999,0.52936,"Other",7.5
"GND",2018-08-02,"juro mid",2,13,30.3981060091,-88.4160154225999,0.66721,"Borrichia frutescens",0
"GND",2018-08-02,"juro mid",2,13,30.3981060091,-88.4160154225999,0.66721,"Distichlis spicata",2.5
"GND",2018-08-02,"juro mid",2,13,30.3981060091,-88.4160154225999,0.66721,"Juncus roemerianus",0
"GND",2018-08-02,"juro mid",2,13,30.3981060091,-88.4160154225999,0.66721,"Spartina patens",0
"GND",2018-08-02,"juro mid",2,13,30.3981060091,-88.4160154225999,0.66721,"Other",32.5
"GND",2018-08-06,"juro low",1,1,30.3752110894,-88.4117294416,-0.06948,"Distichlis spicata",0
"GND",2018-08-06,"juro low",1,1,30.3752110894,-88.4117294416,-0.06948,"Juncus roemerianus",0
"GND",2018-08-06,"juro low",1,1,30.3752110894,-88.4117294416,-0.06948,"Spartina alterniflora",10
"GND",2018-08-06,"juro low",1,2,30.3752094652,-88.4118653279,0.34347,"Distichlis spicata",0
"GND",2018-08-06,"juro low",1,2,30.3752094652,-88.4118653279,0.34347,"Juncus roemerianus",20
"GND",2018-08-06,"juro low",1,2,30.3752094652,-88.4118653279,0.34347,"Spartina alterniflora",0
"GND",2018-08-06,"juro low",1,3,30.3752048471,-88.4120389575,0.31268,"Distichlis spicata",0
"GND",2018-08-06,"juro low",1,3,30.3752048471,-88.4120389575,0.31268,"Juncus roemerianus",25
"GND",2018-08-06,"juro low",1,3,30.3752048471,-88.4120389575,0.31268,"Spartina alterniflora",2.5
"GND",2018-08-06,"juro low",1,4,30.3751991629,-88.4122038798,0.29247,"Distichlis spicata",0
"GND",2018-08-06,"juro low",1,4,30.3751991629,-88.4122038798,0.29247,"Juncus roemerianus",30
"GND",2018-08-06,"juro low",1,4,30.3751991629,-88.4122038798,0.29247,"Spartina alterniflora",5
"GND",2018-08-06,"juro low",1,5,30.3751918646,-88.4123708529999,0.28663,"Distichlis spicata",0
"GND",2018-08-06,"juro low",1,5,30.3751918646,-88.4123708529999,0.28663,"Juncus roemerianus",40
"GND",2018-08-06,"juro low",1,5,30.3751918646,-88.4123708529999,0.28663,"Spartina alterniflora",0
"GND",2018-08-06,"juro low",1,6,30.3751938654999,-88.4125271950999,0.28014,"Distichlis spicata",0
"GND",2018-08-06,"juro low",1,6,30.3751938654999,-88.4125271950999,0.28014,"Juncus roemerianus",25
"GND",2018-08-06,"juro low",1,6,30.3751938654999,-88.4125271950999,0.28014,"Spartina alterniflora",2.5
"GND",2018-08-06,"juro low",1,7,30.3751902463,-88.4126765886999,0.27082,"Distichlis spicata",0
"GND",2018-08-06,"juro low",1,7,30.3751902463,-88.4126765886999,0.27082,"Juncus roemerianus",30
"GND",2018-08-06,"juro low",1,7,30.3751902463,-88.4126765886999,0.27082,"Spartina alterniflora",0
"GND",2018-08-06,"juro low",1,8,30.3751892266,-88.4128364104,0.26769,"Distichlis spicata",0
"GND",2018-08-06,"juro low",1,8,30.3751892266,-88.4128364104,0.26769,"Juncus roemerianus",40
"GND",2018-08-06,"juro low",1,8,30.3751892266,-88.4128364104,0.26769,"Spartina alterniflora",0
"GND",2018-08-06,"juro low",1,9,30.375186305,-88.4129875687,0.25208,"Distichlis spicata",2.5
"GND",2018-08-06,"juro low",1,9,30.375186305,-88.4129875687,0.25208,"Juncus roemerianus",25
"GND",2018-08-06,"juro low",1,9,30.375186305,-88.4129875687,0.25208,"Spartina alterniflora",0
"GND",2018-08-06,"juro low",1,10,30.3751821502,-88.4131665011999,0.23738,"Distichlis spicata",0
"GND",2018-08-06,"juro low",1,10,30.3751821502,-88.4131665011999,0.23738,"Juncus roemerianus",20
"GND",2018-08-06,"juro low",1,10,30.3751821502,-88.4131665011999,0.23738,"Spartina alterniflora",5
"GND",2018-08-06,"juro low",1,11,30.3751792589999,-88.4133483546,0.20337,"Distichlis spicata",0
"GND",2018-08-06,"juro low",1,11,30.3751792589999,-88.4133483546,0.20337,"Juncus roemerianus",25
"GND",2018-08-06,"juro low",1,11,30.3751792589999,-88.4133483546,0.20337,"Spartina alterniflora",2.5
"GND",2018-08-06,"juro low",1,12,30.3751750650999,-88.4135008877999,0.18102,"Distichlis spicata",0
"GND",2018-08-06,"juro low",1,12,30.3751750650999,-88.4135008877999,0.18102,"Juncus roemerianus",2.5
"GND",2018-08-06,"juro low",1,12,30.3751750650999,-88.4135008877999,0.18102,"Spartina alterniflora",35
"GND",2018-08-06,"juro mid",1,1,30.3977287477,-88.4124866583999,0.32329,"Borrichia frutescens",0
"GND",2018-08-06,"juro mid",1,1,30.3977287477,-88.4124866583999,0.32329,"Distichlis spicata",0
"GND",2018-08-06,"juro mid",1,1,30.3977287477,-88.4124866583999,0.32329,"Juncus roemerianus",2.5
"GND",2018-08-06,"juro mid",1,1,30.3977287477,-88.4124866583999,0.32329,"Spartina patens",0
"GND",2018-08-06,"juro mid",1,1,30.3977287477,-88.4124866583999,0.32329,"Other",22.5
"GND",2018-08-06,"juro mid",1,2,30.397729283,-88.4127726354,0.27881,"Borrichia frutescens",0
"GND",2018-08-06,"juro mid",1,2,30.397729283,-88.4127726354,0.27881,"Distichlis spicata",0
"GND",2018-08-06,"juro mid",1,2,30.397729283,-88.4127726354,0.27881,"Juncus roemerianus",30
"GND",2018-08-06,"juro mid",1,2,30.397729283,-88.4127726354,0.27881,"Spartina patens",0
"GND",2018-08-06,"juro mid",1,2,30.397729283,-88.4127726354,0.27881,"Other",0
"GND",2018-08-06,"juro mid",1,3,30.3977212226,-88.4130383349999,0.29345,"Borrichia frutescens",0
"GND",2018-08-06,"juro mid",1,3,30.3977212226,-88.4130383349999,0.29345,"Distichlis spicata",0
